IDBOOK;IDSCHOOL;IDCLASS;IDSTUD;ITSEX;ASDAGE;ILRELIAB;ASBG01;ASBG03;ASBG04;JKZONE;JKREP;TOTWGT;SENWGT;ASMMAT01;ASMMAT02;ASMMAT03;ASMMAT04;ASMMAT05;ASSSCI01;ASSSCI02;ASSSCI03;ASSSCI04;ASSSCI05;ASMIBM01;ASMIBM02;ASMIBM03;ASMIBM04;ASMIBM05;ASSIBM01;ASSIBM02;ASSIBM03;ASSIBM04;ASSIBM05;ASBGDML;ASDGDML;ASBGICM;ASDGICM;ASBGICS;ASDGICS;ASBGSEC;ASDGSEC;ASBGSSB;ASDGSSB;ASBGSB;ASDGSB;ASBGSLM;ASDGSLM;ASBGSCM;ASDGSCM;ASBGSLS;ASDGSLS;ASBGSCS;ASDGSCS;ASBGVEP;ASDGVEP;ASBGDSL;ASDGDSL;ASBGHRL;ASDGHRL;ASDG05S
14;5003;500303;50030306;2;10.42;0;2;3;1;102;1;366.646779;0.053812;530.10588;522.18892;557.07049;525.76824;528.59799;551.25357;569.12078;562.99015;490.68229;573.50253;3;3;4;3;3;4;4;4;3;4;10.15868;2;12.0657;1;11.89622;1;999999;9;10.27009;1;11.31834;1;12.58525;1;8.60187;3;12.38129;1;8.46101;3;9.12168;2;10.48834;2;;;3
8;5003;500303;50030307;2;10.5;1;2;4;2;102;1;366.646779;0.053812;470.9342;485.31804;508.76195;475.85899;435.85541;451.71536;487.75689;465.12854;462.24524;451.34227;2;3;3;3;2;2;3;2;2;2;10.72806;2;7.65946;2;7.77868;2;7.55318;3;8.23809;2;7.66352;3;7.90526;3;8.84363;3;8.94599;2;9.00441;2;7.46133;2;10.48834;2;;;9
9;5003;500303;50030308;1;9.92;1;1;4;1;102;1;366.646779;0.053812;441.11013;458.36731;473.21342;476.59699;467.1593;478.39968;437.94862;504.75973;448.07622;511.28023;2;2;2;3;2;3;2;3;2;3;9.19036;2;12.0657;1;11.89622;1;8.78297;2;6.98647;3;7.43137;3;6.82988;3;5.35044;3;12.38129;1;13.79425;1;9.8007;1;10.48834;2;;;2
2;5003;500303;50030310;1;10.67;1;1;3;2;102;1;366.646779;0.053812;497.95183;568.83335;555.30028;511.70568;512.99393;498.83695;505.39836;530.38544;538.68515;569.97451;3;4;4;3;3;3;3;3;3;4;9.9092;2;8.74997;2;6.88677;2;9.05715;2;7.7273;3;8.7175;2;12.58525;1;8.63306;3;9.65304;2;10.39227;2;9.12168;2;9.6332;2;;;9
3;5003;500303;50030311;1;10.08;0;1;3;1;102;1;366.646779;0.053812;580.28421;595.91139;634.75645;595.88017;576.55548;594.9054;624.51009;628.50547;612.34178;654.45467;4;4;5;4;4;4;4;5;4;5;10.42846;2;9.79495;1;11.89622;1;10.52055;1;10.27009;1;12.77213;1;11.04427;1;12.47985;1;10.55542;1;11.21249;1;9.8007;1;11.25341;2;;;3
11;5003;500303;50030312;2;10.67;1;2;3;1;102;1;366.646779;0.053812;586.94504;491.89379;641.91638;673.48096;569.24223;635.08441;664.13121;722.6414;644.37225;575.66586;4;3;5;5;4;5;5;5;5;4;8.93735;2;7.65946;2;8.126;2;10.06032;2;8.23809;2;8.7175;2;7.66784;3;8.08148;3;12.38129;1;12.03171;1;8.17782;2;8.50611;2;;;3
5;5003;500303;50030314;2;10.58;1;2;3;1;102;1;366.646779;0.053812;474.55738;478.4025;512.21674;481.99743;468.53962;546.31398;541.2758;554.31353;563.21312;552.07581;2;3;3;3;2;3;3;4;4;4;6.16447;3;12.0657;1;11.89622;1;7.7982;3;8.52465;2;12.77213;1;12.58525;1;14.24115;1;8.05377;3;10.6627;1;2.9734;3;6.44063;3;;;3
6;5003;500303;50030315;1;10.5;1;1;1;9;102;1;366.646779;0.053812;428.64956;489.42108;411.495;499.79314;423.93366;492.33739;477.82738;466.12343;538.67884;482.74732;2;3;2;3;2;3;3;2;3;3;999999;9;999999;9;999999;9;999999;9;10.27009;1;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;999999;9;;;3
7;5003;500303;50030316;1;10.33;1;1;3;1;102;1;366.646779;0.053812;481.80265;473.0947;474.5525;536.63182;520.61886;470.1403;478.0379;501.38855;523.60544;476.4918;3;2;2;3;3;2;3;3;3;3;10.15868;2;8.74997;2;9.34773;1;9.35473;2;12.85659;1;8.3448;2;10.32005;2;9.31571;2;11.19654;1;8.17647;3;9.12168;2;8.24809;3;;;3
1;5003;500303;50030317;2;10.33;1;2;1;1;102;1;366.646779;0.053812;447.12939;329.64052;328.78918;432.96272;376.63577;416.7986;367.25074;407.5642;469.94732;368.19893;2;1;1;2;1;2;1;2;2;1;6.16447;3;999999;9;11.61066;1;999999;9;7.93324;2;999999;9;9.76169;2;999999;9;9.47138;2;8.68155;3;999999;9;7.0117;3;;;3
2;5003;500303;50030318;1;10.58;1;1;4;1;102;1;366.646779;0.053812;293.44673;271.42549;250.76093;362.50703;396.66239;377.71748;400.12844;381.43765;398.84016;440.00244;1;1;1;1;1;1;2;1;1;2;9.19036;2;6.8496;2;6.81027;2;7.30419;3;7.23843;3;9.96235;1;8.13421;3;9.07994;2;8.33484;2;8.73568;3;8.78481;2;9.40243;2;;;2
12;5003;500303;50030319;2;10;1;2;3;1;102;1;366.646779;0.053812;476.96455;527.75243;516.15224;517.9887;491.67445;546.78631;521.60528;532.21288;509.23115;550.92814;3;3;3;3;3;3;3;3;3;4;10.72806;2;8.74997;2;10.57193;1;11.12316;1;8.23809;2;9.5024;2;9.03594;2;8.84363;3;12.38129;1;12.03171;1;8.17782;2;10.85434;2;;;3
13;5003;500303;50030320;1;10.42;1;1;3;3;102;1;366.646779;0.053812;569.61438;569.70096;545.66589;552.96255;509.37411;549.67536;602.07874;575.71177;588.19425;548.73417;4;4;3;4;3;3;4;4;4;3;11.068;2;10.57679;1;10.57193;1;9.35473;2;8.84474;2;8.7175;2;9.51034;2;8.34967;3;12.38129;1;12.03171;1;10.81893;1;12.16811;1;;;2
3;5003;500303;50030321;1;10.58;1;1;3;1;102;1;366.646779;0.053812;535.84045;479.06612;492.74651;489.67654;504.10764;505.24902;429.5375;509.61045;537.12253;464.04399;3;3;3;3;3;3;2;3;3;2;10.15868;2;10.57679;1;10.57193;1;11.12316;1;12.85659;1;10.26863;1;12.58525;1;10.0878;2;11.11275;1;9.27914;2;12.93917;1;10.48834;2;;;3
14;5003;500307;50030701;2;10.25;0;2;1;2;102;1;384.979118;0.056503;578.74068;522.55487;569.11884;586.27809;620.95113;541.92211;491.88723;562.04583;543.10411;527.67579;4;3;4;4;4;3;3;4;3;3;10.72806;2;10.57679;1;6.88677;2;8.52499;2;9.67568;1;10.67995;1;12.58525;1;9.55618;2;8.81711;2;7.53836;3;8.60822;2;10.50384;2;;;3
4;5003;500307;50030702;1;9.75;0;1;2;3;102;1;384.979118;0.056503;544.04583;511.34249;502.72303;547.74627;533.43538;568.3061;518.46436;538.28338;593.98049;559.71276;3;3;3;3;3;4;3;3;4;4;10.72806;2;12.0657;1;11.89622;1;9.68141;2;11.13407;1;12.77213;1;9.51034;2;10.37754;2;10.06643;1;10.24194;2;8.60822;2;10.85434;2;;;9
8;5003;500307;50030703;2;10.67;0;2;3;2;102;1;384.979118;0.056503;353.38481;359.65437;347.84485;433.91099;311.28893;297.55604;285.35664;352.20215;386.01546;263.58066;1;1;1;2;1;1;1;1;1;1;10.69337;2;6.82714;2;6.63027;3;6.76395;3;9.21853;2;7.43137;3;7.90526;3;9.55618;2;7.78445;3;8.73568;3;7.13564;3;11.25341;2;;;1
5;5003;500307;50030704;1;10.08;1;1;3;3;102;1;384.979118;0.056503;483.45857;521.68794;465.58093;474.04297;500.2343;573.928;626.0289;556.44646;580.48048;540.10653;3;3;2;2;3;4;5;4;4;3;7.37265;3;8.74997;2;11.89622;1;10.03418;2;7.9754;2;8.46456;2;4.92865;3;6.13487;3;12.38129;1;10.6627;1;12.93917;1;9.1832;2;;;3
9;5003;500307;50030705;2;9.75;1;2;1;2;102;1;384.979118;0.056503;555.26347;561.57887;530.11837;533.22513;574.28575;592.17532;567.02886;601.62284;554.06501;568.63492;4;4;3;3;4;4;4;4;4;4;9.9092;2;8.74997;2;8.49901;2;9.35473;2;8.84474;2;9.5024;2;10.32005;2;10.37754;2;11.19654;1;11.21249;1;10.81893;1;9.88318;2;;;3
6;5003;500307;50030706;1;9.75;1;1;3;1;102;1;384.979118;0.056503;367.40567;372.39687;367.5672;389.68702;357.66574;369.96485;350.51392;296.57249;384.34678;327.54141;1;1;1;1;1;1;1;1;1;1;6.45622;3;8.74997;2;11.89622;1;8.52499;2;8.52465;2;3.80828;3;12.58525;1;8.60187;3;12.38129;1;7.87227;3;10.81893;1;8.23421;3;;;3
10;5003;500307;50030707;1;9.75;1;1;2;3;102;1;384.979118;0.056503;388.70294;404.97736;518.07969;500.5903;411.77615;499.65888;508.62211;540.13229;509.03716;439.34996;1;2;3;3;2;3;3;3;3;2;14.84164;1;12.0657;1;11.89622;1;7.55318;3;12.85659;1;12.77213;1;12.58525;1;8.60187;3;12.38129;1;10.6627;1;8.60822;2;13.92407;1;;;2
11;5003;500307;50030708;1;9.75;1;1;3;2;102;1;384.979118;0.056503;593.10107;516.01691;549.59928;583.49397;603.03489;563.74716;452.34154;520.53218;515.91991;596.97292;4;3;3;4;4;4;2;3;3;4;8.34279;3;9.79495;1;9.1549;2;9.35473;2;11.13407;1;9.71382;1;12.58525;1;11.66684;1;7.78445;3;7.53836;3;9.8007;1;8.50611;2;;;3
7;5003;500307;50030709;1;10.5;1;1;1;4;102;1;384.979118;0.056503;556.27638;526.78759;523.6211;557.52989;545.88232;620.03989;600.78043;585.86587;607.70037;631.11617;4;3;3;4;3;4;4;4;4;5;8.93735;2;7.65946;2;9.34773;1;14.00922;1;11.13407;1;9.71382;1;8.35903;3;7.47244;3;12.38129;1;13.79425;1;12.93917;1;8.96617;2;;;2
12;5003;500307;50030710;1;10.33;0;1;3;2;102;1;384.979118;0.056503;448.86393;429.00306;451.81388;439.01827;499.39192;440.99981;476.32606;449.9329;453.69795;461.47079;2;2;2;2;3;2;3;2;2;2;9.668;2;8.74997;2;8.49901;2;10.06032;2;9.21853;2;12.77213;1;8.80779;2;8.84363;3;8.94599;2;7.87227;3;9.8007;1;8.74519;2;;;3
1;5003;500307;50030711;1;10.67;1;1;1;3;102;1;384.979118;0.056503;619.82698;633.80758;602.30503;664.98961;653.52785;601.69075;635.3714;615.14161;654.19359;646.98498;4;5;4;5;5;4;5;4;5;5;11.068;2;12.0657;1;11.89622;1;10.06032;2;9.67568;1;11.31834;1;11.04427;1;10.37754;2;10.06643;1;11.21249;1;7.13564;3;11.68355;1;;;2
13;5003;500307;50030712;1;10.33;1;1;3;2;102;1;384.979118;0.056503;512.82726;508.87062;500.20117;491.77876;501.74562;501.99387;519.99603;516.52733;516.80515;550.78175;3;3;3;3;3;3;3;3;3;4;11.4653;2;9.79495;1;10.57193;1;10.06032;2;8.15779;2;11.31834;1;8.5828;3;7.98785;3;12.38129;1;9.56806;2;9.8007;1;10.85434;2;;;2
2;5003;500307;50030713;1;9.92;1;1;2;1;102;1;384.979118;0.056503;532.10581;487.84171;498.90469;537.38245;475.37318;549.93657;505.55619;436.53838;488.3741;454.61338;3;3;3;3;3;3;3;2;3;2;9.19036;2;6.98797;2;7.77868;2;8.27849;2;7.7273;3;8.46456;2;8.5828;3;8.84363;3;8.05377;3;8.73568;3;10.81893;1;8.96617;2;;;2
4;5003;500307;50030715;1;10.33;1;1;3;1;102;1;384.979118;0.056503;575.12528;596.32031;549.76022;616.98512;587.32199;551.13484;557.30586;574.79676;537.34053;610.36835;4;4;3;4;4;4;4;4;3;4;9.43115;2;10.57679;1;9.87126;1;11.12316;1;8.52465;2;10.26863;1;10.64878;1;11.66684;1;10.06643;1;13.79425;1;10.81893;1;9.88318;2;;;3
14;5003;500307;50030716;2;9.92;1;2;1;1;102;1;384.979118;0.056503;513.68412;525.21272;513.77896;498.09221;467.34099;469.36057;482.89179;532.81828;537.74684;496.72449;3;3;3;3;2;2;3;3;3;3;11.068;2;12.0657;1;11.89622;1;14.00922;1;8.84474;2;9.96235;1;12.58525;1;8.60187;3;9.65304;2;8.46101;3;8.17782;2;10.48834;2;;;3
5;5003;500307;50030717;2;9.83;0;2;1;4;102;1;384.979118;0.056503;636.79079;605.22813;621.28077;647.33034;659.53627;661.77631;672.59305;659.59318;630.81832;633.90947;5;4;4;5;5;5;5;5;5;5;10.15868;2;10.57679;1;10.57193;1;12.03529;1;11.13407;1;12.77213;1;8.35903;3;11.66684;1;12.38129;1;13.79425;1;12.93917;1;10.16468;2;;;2
8;5003;500307;50030718;2;10.5;1;2;3;1;102;1;384.979118;0.056503;522.48977;496.93713;540.43332;552.36269;472.77836;535.04396;481.80369;527.19477;510.61178;520.37006;3;3;3;4;2;3;3;3;3;3;10.72806;2;12.0657;1;11.89622;1;9.05715;2;12.85659;1;12.77213;1;12.58525;1;999999;9;6.38909;3;8.46101;3;8.17782;2;10.16468;2;;;2
9;5003;500307;50030719;2;9.75;1;2;1;3;102;1;384.979118;0.056503;516.45222;545.00833;576.01707;551.86995;552.22304;491.93595;535.11836;566.21591;560.03159;505.48074;3;3;4;4;4;3;3;4;4;3;11.068;2;12.0657;1;11.89622;1;10.52055;1;12.85659;1;8.99544;2;12.58525;1;14.24115;1;10.45636;1;9.27914;2;12.93917;1;9.40243;2;;;2
6;5003;500307;50030720;1;9.83;0;1;1;3;102;1;384.979118;0.056503;401.38786;379.08914;418.38533;423.27199;410.82101;443.31534;397.15596;454.28628;453.3799;391.60867;2;1;2;2;2;2;1;2;2;1;8.34279;3;7.982;2;8.90139;2;7.30419;3;7.9754;2;7.18263;3;6.44949;3;8.84363;3;7.78445;3;8.73568;3;7.46133;2;9.6332;2;;;3
10;5003;500307;50030721;1;9.75;1;1;3;5;102;1;384.979118;0.056503;230.99435;298.49214;296.39507;313.46639;374.143;283.12029;364.89521;323.19618;350.0819;422.94988;1;1;1;1;1;1;1;1;1;2;14.84164;1;12.0657;1;11.89622;1;3.27062;3;12.85659;1;12.77213;1;12.58525;1;8.60187;3;12.38129;1;10.24194;2;999999;9;13.92407;1;;;2
11;5004;500402;50040201;2;10.42;0;2;4;5;18;0;367.604142;0.053953;534.95279;454.11446;472.9671;491.95826;437.8842;538.5803;500.43962;520.28098;546.66028;504.58576;3;2;2;3;2;3;3;3;3;3;9.668;2;8.74997;2;8.90139;2;8.03682;3;8.23809;2;9.71382;1;8.13421;3;7.79081;3;12.38129;1;10.37953;2;9.8007;1;8.96617;2;;;3
12;5004;500402;50040202;1;10.58;0;1;3;3;18;0;367.604142;0.053953;574.26706;600.03422;635.22354;586.86948;552.12133;558.60804;533.24766;548.79446;589.75553;562.46391;4;4;5;4;4;4;3;3;4;4;11.93926;1;9.79495;1;10.57193;1;8.78297;2;8.84474;2;12.77213;1;10.02905;2;11.12809;1;8.63119;2;8.17647;3;8.17782;2;11.25341;2;;;2
13;5004;500402;50040203;1;10.33;1;1;1;4;18;0;367.604142;0.053953;607.6935;636.52615;663.91201;604.5612;672.24845;597.53233;606.86729;653.22721;597.96252;619.71908;4;5;5;4;5;4;4;5;4;4;8.34279;3;7.36764;2;8.126;2;12.03529;1;7.7273;3;9.5024;2;9.26928;2;14.24115;1;7.25848;3;9.00441;2;4.48782;3;9.1832;2;;;9
5;5004;500402;50040204;1;9.92;0;1;3;3;18;0;367.604142;0.053953;672.87396;665.36106;713.2581;682.88066;645.65052;644.32346;682.5736;712.83593;677.70119;644.22889;5;5;5;5;5;5;5;5;5;5;11.93926;1;9.79495;1;11.89622;1;10.06032;2;12.85659;1;12.77213;1;10.64878;1;14.24115;1;8.94599;2;9.88347;2;9.8007;1;11.68355;1;;;3
14;5004;500402;50040205;1;10.92;1;1;3;2;18;0;367.604142;0.053953;475.18862;501.81937;430.65286;459.01841;477.13487;512.5701;519.35387;464.52376;515.37331;506.02239;3;3;2;2;3;3;3;2;3;3;8.66094;2;12.0657;1;10.57193;1;9.35473;2;10.27009;1;8.99544;2;11.04427;1;8.60187;3;8.94599;2;8.46101;3;9.8007;1;7.8971;3;;;2
6;5004;500402;50040206;2;10.33;1;2;1;3;18;0;367.604142;0.053953;600.79394;648.01879;653.26208;556.75155;569.84901;677.43502;671.23856;645.93766;592.37162;619.14042;4;5;5;4;4;5;5;5;4;4;9.19036;2;9.79495;1;9.34773;1;10.06032;2;10.27009;1;9.71382;1;9.51034;2;999999;9;12.38129;1;11.21249;1;8.60822;2;9.1832;2;;;3
8;5004;500402;50040207;1;9.75;0;1;3;2;18;0;367.604142;0.053953;471.17378;457.51108;471.88702;464.29105;442.63626;496.65817;501.29116;468.56618;482.84777;472.18888;2;2;2;2;2;3;3;2;3;2;9.9092;2;8.90594;2;7.16102;2;9.68141;2;6.71821;3;11.31834;1;10.02905;2;9.56939;2;8.33484;2;8.73568;3;10.81893;1;9.40243;2;;;3
9;5004;500402;50040208;2;10.58;0;2;3;2;18;0;367.604142;0.053953;454.92373;492.4008;473.38755;463.66347;461.97179;449.61812;480.38294;416.93993;432.57282;445.32915;2;3;2;2;2;2;3;2;2;2;13.32557;1;7.982;2;9.34773;1;9.05715;2;11.13407;1;10.67995;1;10.02905;2;11.66684;1;12.38129;1;12.03171;1;10.81893;1;13.92407;1;;;3
7;5004;500402;50040209;2;10.58;1;2;2;2;18;0;367.604142;0.053953;379.82113;435.92072;391.10756;403.36244;423.14341;369.05011;404.5049;356.04198;407.31999;358.43318;1;2;1;2;2;1;2;1;2;1;9.43115;2;7.65946;2;7.39794;2;8.78297;2;9.21853;2;8.46456;2;7.92253;3;9.41327;2;8.33484;2;9.11261;2;8.17782;2;9.1832;2;;;3
1;5004;500402;50040210;1;11;0;1;1;1;18;0;367.604142;0.053953;561.43396;578.8059;563.94023;571.14124;550.24163;580.55682;631.22841;632.77257;586.18994;578.03778;4;4;4;4;4;4;5;5;4;4;11.4653;2;10.57679;1;11.89622;1;11.12316;1;9.21853;2;11.31834;1;7.66784;3;9.80763;2;10.06643;1;12.03171;1;7.13564;3;12.16811;1;;;2
10;5004;500402;50040211;1;10;1;1;1;4;18;0;367.604142;0.053953;462.5285;428.48892;475.25499;471.33029;487.05984;484.41902;458.59014;542.26615;486.24615;513.9697;2;2;3;2;3;3;2;3;3;3;11.068;2;9.79495;1;10.57193;1;10.52055;1;8.84474;2;10.67995;1;8.13421;3;8.60187;3;8.94599;2;8.17647;3;8.60822;2;10.85434;2;;;2
11;5004;500402;50040212;1;10;1;1;1;1;18;0;367.604142;0.053953;556.79092;518.40223;564.24748;536.25935;516.08364;608.04577;605.56919;648.81852;648.02495;677.62859;4;3;4;3;3;4;4;5;5;5;10.72806;2;8.74997;2;9.87126;1;10.06032;2;8.84474;2;12.77213;1;8.5828;3;6.13487;3;12.38129;1;10.6627;1;6.10961;3;11.25341;2;;;3
12;5004;500402;50040213;1;10.5;1;1;3;2;18;0;367.604142;0.053953;569.84338;579.85329;581.91742;564.20403;591.28761;555.15109;525.6921;558.40477;585.87024;572.69924;4;4;4;4;4;4;3;4;4;4;9.769;2;9.22126;1;8.90139;2;7.58178;3;9.21853;2;10.26863;1;8.5828;3;7.79081;3;7.52054;3;7.16567;3;8.60822;2;9.88318;2;;;2
13;5004;500402;50040214;2;10.08;1;2;2;2;18;0;367.604142;0.053953;673.66515;661.00468;628.51155;625.50452;622.25113;662.85074;673.88467;634.48443;674.81216;609.08653;5;5;5;5;4;5;5;5;5;4;11.93926;1;7.982;2;8.126;2;8.78297;2;5.63557;3;11.31834;1;9.51034;2;11.12809;1;6.38909;3;8.50476;3;9.12168;2;12.16811;1;;;3
2;5004;500402;50040215;1;10.33;1;1;1;2;18;0;367.604142;0.053953;538.5918;511.92185;557.02116;543.8871;531.49098;530.02796;520.21272;531.73618;536.4765;577.52552;3;3;4;3;3;3;3;3;3;4;10.42846;2;12.0657;1;11.89622;1;10.52055;1;11.13407;1;12.77213;1;10.64878;1;10.71625;2;12.38129;1;13.79425;1;12.19893;1;10.48834;2;;;2
3;5004;500402;50040216;1;10;1;1;3;3;18;0;367.604142;0.053953;439.18856;445.24061;423.85447;456.18768;460.7499;513.95655;511.4918;467.20027;501.2671;524.42534;2;2;2;2;2;3;3;2;3;3;6.16447;3;12.0657;1;11.89622;1;8.27849;2;11.13407;1;9.14916;2;12.58525;1;9.31571;2;12.38129;1;10.24194;2;9.8007;1;6.44063;3;;;2
4;5004;500402;50040217;1;10.17;0;1;3;3;18;0;367.604142;0.053953;463.15517;377.68548;460.63276;413.05012;404.84172;509.49287;445.27915;498.01645;455.77655;472.01073;2;1;2;2;2;3;2;3;2;2;13.32557;1;10.57679;1;11.61066;1;7.7982;3;11.13407;1;12.77213;1;12.58525;1;10.07795;2;12.38129;1;12.03171;1;9.12168;2;12.79012;1;;;3
5;5004;500402;50040218;2;10.5;1;2;3;3;18;0;367.604142;0.053953;751.82917;754.11504;717.08829;737.34725;730.66018;715.86691;677.7657;662.90977;719.49455;699.6057;5;5;5;5;5;5;5;5;5;5;11.4653;2;9.22126;1;7.16102;2;8.03682;3;8.23809;2;9.5024;2;9.03594;2;10.08584;2;7.78445;3;9.00441;2;7.46133;2;11.68355;1;;;3
14;5004;500402;50040219;1;9.92;1;1;2;5;18;0;367.604142;0.053953;685.96534;591.59612;650.05521;616.00753;628.00358;721.1014;622.75278;689.3833;643.35426;653.85884;5;4;5;4;5;5;4;5;5;5;9.19036;2;7.65946;2;8.90139;2;10.06032;2;7.7273;3;7.8887;3;7.90526;3;14.24115;1;10.06643;1;13.79425;1;8.17782;2;10.85434;2;;;3
6;5004;500402;50040220;1;9.67;1;1;1;3;18;0;367.604142;0.053953;407.23245;389.80962;414.3768;373.89065;378.60716;422.63295;444.5095;463.70432;459.32154;392.84104;2;1;2;1;1;2;2;2;2;1;8.93735;2;6.8496;2;11.89622;1;8.52499;2;11.13407;1;12.77213;1;8.5828;3;8.60187;3;12.38129;1;7.87227;3;5.20341;3;6.44063;3;;;2
8;5004;500402;50040221;2;10.42;1;2;3;2;18;0;367.604142;0.053953;454.16732;492.54068;417.2034;423.21452;449.08107;431.34088;478.10941;435.30416;469.00207;476.56284;2;3;2;2;2;2;3;2;2;3;8.93735;2;9.22126;1;10.57193;1;9.68141;2;8.84474;2;9.96235;1;11.57546;1;8.84363;3;11.19654;1;11.21249;1;8.60822;2;10.16468;2;;;3
9;5004;500402;50040222;2;9.75;0;2;3;2;18;0;367.604142;0.053953;527.18181;539.61238;493.52287;607.08141;500.72511;529.80814;524.89735;525.51212;534.4665;535.95062;3;3;3;4;3;3;3;3;3;3;10.42846;2;10.57679;1;10.57193;1;9.05715;2;8.52465;2;10.26863;1;9.03594;2;9.55618;2;9.65304;2;8.73568;3;9.12168;2;10.16468;2;;;3
7;5004;500402;50040223;1;10.5;1;1;2;2;18;0;367.604142;0.053953;548.5946;559.29275;526.84772;527.67697;518.4454;573.1201;514.17268;539.0989;540.97523;534.42948;3;4;3;3;3;4;3;3;3;3;8.34279;3;6.8496;2;7.16102;2;8.78297;2;7.48602;3;8.22817;2;8.13421;3;8.75905;3;8.70768;2;9.88347;2;7.46133;2;7.8971;3;;;2
2;5004;500402;50040225;2;9.92;1;2;3;4;18;0;367.604142;0.053953;676.97851;650.69532;686.71433;617.63862;641.94477;591.36118;573.41277;651.79442;624.18233;632.00776;5;5;5;4;5;4;4;5;4;5;10.15868;2;9.79495;1;9.34773;1;9.05715;2;8.84474;2;9.5024;2;11.04427;1;10.71625;2;10.06643;1;10.24194;2;7.80254;2;9.88318;2;;;3
3;5004;500402;50040226;1;10.33;1;1;3;5;18;0;367.604142;0.053953;494.08076;492.14857;551.21368;527.34314;561.35046;553.57175;555.6005;612.246;556.07998;602.02886;3;3;4;3;4;4;4;4;4;4;9.43115;2;7.36764;2;6.14475;3;9.68141;2;6.98647;3;9.31658;2;7.90526;3;8.60187;3;7.78445;3;9.00441;2;6.46932;3;8.74519;2;;;3
10;5004;500404;50040401;2;10.67;1;2;1;1;18;0;436.633879;0.064084;287.25034;240.15498;319.23891;329.72855;259.37753;367.35022;303.86632;319.05799;350.65271;287.89391;1;1;1;1;1;1;1;1;1;1;9.19036;2;7.65946;2;7.4572;2;999999;9;7.7273;3;8.17572;2;9.51034;2;7.47244;3;9.65304;2;9.88347;2;6.98073;3;9.6332;2;;;1
4;5004;500404;50040402;2;11.75;0;2;1;5;18;0;436.633879;0.064084;450.64281;466.77025;509.38771;439.94086;455.22864;465.56651;483.9058;473.19708;465.43628;420.73566;2;2;3;2;2;2;3;2;2;2;6.16447;3;12.0657;1;11.89622;1;14.00922;1;9.67568;1;10.26863;1;12.58525;1;10.37754;2;12.38129;1;13.79425;1;9.12168;2;6.44063;3;;;3
6;5004;500404;50040404;1;9.67;1;1;3;2;18;0;436.633879;0.064084;371.99175;295.75701;314.99381;361.9087;277.38742;329.61273;336.56313;381.42247;379.36198;276.24239;1;1;1;1;1;1;1;1;1;1;8.66094;2;12.0657;1;9.34773;1;8.52499;2;9.67568;1;7.30986;3;9.89995;2;9.31571;2;9.2842;2;7.87227;3;7.80254;2;6.44063;3;;;2
7;5004;500404;50040405;1;10.08;1;1;3;4;18;0;436.633879;0.064084;484.67934;488.86303;462.3649;489.45593;507.00241;457.28327;509.29348;525.88149;557.90271;438.56673;3;3;2;3;3;2;3;3;4;2;7.37265;3;8.74997;2;8.126;2;9.68141;2;9.21853;2;10.26863;1;11.04427;1;10.37754;2;8.63119;2;7.87227;3;9.8007;1;7.8971;3;;;3
11;5004;500404;50040406;1;9.67;1;1;1;2;18;0;436.633879;0.064084;499.02508;557.35932;494.2141;528.24048;511.19073;516.58419;526.29639;543.39634;519.98244;519.51928;3;4;3;3;3;3;3;3;3;3;8.66094;2;12.0657;1;7.62271;2;10.52055;1;7.48602;3;7.30986;3;12.58525;1;9.80163;2;8.94599;2;8.46101;3;10.81893;1;9.1832;2;;;2
12;5004;500404;50040408;1;10.25;1;1;3;3;18;0;436.633879;0.064084;400.16303;412.46156;425.50929;347.91606;370.34132;440.76104;441.83346;412.55394;441.06176;520.757;2;2;2;1;1;2;2;2;2;3;9.9092;2;7.09938;2;6.76714;2;9.05715;2;8.84474;2;8.46456;2;9.26928;2;8.60187;3;8.05377;3;9.88347;2;9.12168;2;9.6332;2;;;2
2;5004;500404;50040409;2;10.17;1;2;4;3;18;0;436.633879;0.064084;517.32093;524.40116;541.6482;497.23454;526.60605;536.14452;478.57099;540.19029;534.2961;513.4448;3;3;3;3;3;3;3;3;3;3;9.19036;2;10.57679;1;9.34773;1;9.68141;2;8.52465;2;8.99544;2;10.64878;1;12.47985;1;10.55542;1;8.17647;3;8.60822;2;9.40243;2;;;2
13;5004;500404;50040411;2;11.58;1;2;1;3;18;0;436.633879;0.064084;393.39633;427.68713;338.89924;361.9776;293.84227;338.06376;391.51926;388.65185;356.82105;332.05394;1;2;1;1;1;1;1;1;1;1;11.58803;2;6.613;3;8.49901;2;9.35473;2;7.9754;2;12.77213;1;7.90526;3;8.84363;3;8.3586;2;8.46101;3;8.17782;2;9.40243;2;;;3
14;5004;500404;50040413;2;11.58;1;2;1;5;18;0;436.633879;0.064084;516.54515;500.13936;432.83831;517.4513;465.64297;544.74008;534.48865;506.30233;545.76418;480.99375;3;3;2;3;2;3;3;3;3;3;6.16447;3;10.57679;1;10.57193;1;12.03529;1;11.13407;1;12.77213;1;12.58525;1;10.07795;2;12.38129;1;9.88347;2;9.8007;1;7.42279;3;;;3
